Name,NSE Symbol,BSE Code,_id,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,Strength Vs Nifty 500 Monthly,SMA 20D,EV To EBITDA,Fixed Assets 3 Years Back,52WH Distance,52WL,Strength Vs Nifty 500 Weekly,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Fixed Assets Latest Year
Loyal Equipments Ltd,null,539227,539227,285,279.45,Engineering - Light - General - Medium / Small,Engineering,29.2,3.58,65.7,78.3,-84.3,9.64,-6.35,7.79,49.1,92.9,22,303,19.4,10.3,18.3,135,102,0.41,0.71,0,0,73.5,0,25.2,114,13.1
Loyal Textile Mills Ltd,LOYALTEX,514036,LOYALTEX,269,559.45,Textiles - Composite/Cotton/Blended/Fabric - LARGE,Textiles,null,0.25,-31.1,-222,84.6,0.84,0.76,-6.39,-7.38,9.25,-9,574,23,316,27.8,512.15,-54,1.95,1.27,0,0,73.5,0,-2,-342,332
Lucent Industries Ltd,null,539682,539682,615,410.3,Miscellaneous - Medium / Small,Education,null,null,null,28.6,-600,42.9,10.4,114,245,571,22,321,-6084,0,0,39.48,null,0.35,0.24,0,0,0,0,-0.64,28.6,0
Lumax Auto Technologies Ltd,LUMAXTECH,532796,LUMAXTECH,3886,570.2,Auto Ancillaries - Others,Auto Ancillaries,27.8,1.32,43.2,54.3,-18.9,4.92,11.5,9.72,7.25,29.2,28,528,9.95,363,6.52,351.15,3,1.03,0.17,9,-11.3,56,0,18.3,46.3,991
Lumax Industries Ltd,LUMAXIND,517206,LUMAXIND,2584,2763.8,Auto Ancillaries - Lamps,Auto Ancillaries,21.1,0.93,14.8,15.1,-5.24,3.85,-2.71,2.74,-1.99,20.5,-2,2860,10,626,8.9,2151.9,-5,1.08,0.73,0.55,0.05,75,0,14.4,-6.25,968
Lupin Ltd,LUPIN,500257,LUPIN,102715,2251.85,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg,Pharmaceuticals,45.4,5.03,17.4,132,119,7.19,1.58,7.95,40.4,37.6,15,2202,24,7881,2.6,1115,69,0.2,0.37,-2.2,5.38,47,-0.09,15.6,124,8878
Lux Industries Ltd,LUXIND,539542,LUXIND,6849,2277.4,Textiles - Composite/Cotton/Blended/Fabric - LARGE,Textiles,46.7,2.95,0.3,39.8,-39.3,4.37,-0.28,0.19,55.7,101,0,2321,30,199,8.65,1107.15,5,0.13,0.14,-4.13,-1.34,74.2,0,10.8,38,343
Lyka Labs Ltd,LYKALABS,500259,LYKALABS,559,156.57,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,602,4.74,33.3,104,168,5.86,0.59,30.2,44.2,42.4,-21,152,33.5,98.2,9.23,107.85,0,0.86,-6.49,0.34,-0.01,58.1,3.53,3.42,139,57.7
M K Exim (India) Ltd,null,538890,538890,385,95.33,Trading - Medium / Small,Trading,25,6.68,8.88,256,-45.5,4.56,2.73,19.1,28.3,39.4,-2,90.4,29.6,1.7,23.7,66.7,-13,0.07,0.07,0,-0.26,42.3,0.36,27,132,9.88
M K Proteins Ltd,MKPL,543919,MKPL,390,10.38,Solvent Extraction - Medium / Small,Edible Oil,34.6,1.72,null,null,-57.5,6.37,-3.08,-1.8,-14.4,-20.2,-8,10.6,24.9,3.1,68.9,10.1,-36,0.33,1.61,0,0.02,74.8,0,20.4,null,2.36
M M Forgings Ltd,MMFL,522241,MMFL,2931,607,Forgings - Large,"Castings, Forgings & Fastners",21.8,1.88,5.9,6.25,-18.2,3.72,6.62,1.73,0.68,37.7,-2,589,10.9,675,16.8,431.5,-7,1.02,1.09,-5.87,1.2,56.3,0,14.4,6.15,914
MAS Financial Services Ltd,MASFIN,540749,MASFIN,5200,286.55,NBFC-Others,Finance,19.9,4.03,25.7,23.1,3.5,2.29,0.65,2.45,-6.77,0.84,-9,284,11.4,11.3,26.1,276.95,-45,3.98,2.81,9.83,1.98,66.6,-7.1,10.7,25.4,22.5
MBL Infrastructure Ltd,MBLINFRA,533152,MBLINFRA,768,64.17,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,null,6.92,-38.3,565,2082,1.01,-1.2,5.49,22.3,41.2,12,67.7,6.34,910,24.6,27.55,57,1.46,1.58,0,0.04,68.8,0.58,-0.5,-11.3,698
MIC Electronics Ltd,MICEL,532850,MICEL,2390,99.18,Electronics - Others,Consumer Durables,42.8,41,398,2772,-96,11.3,23,23.5,87,150,15,82.5,105,46.3,0.76,24.9,60,0.1,-12.4,0,8.38,67.5,-7.12,9.55,441,25.9
MIRC Electronics Ltd,MIRCELECTR,500279,MIRCELECTR,583,25.26,Electronics - TV / Audio / VCR / VCP,Consumer Durables,null,0.58,6.75,-191,101,4.54,-6.06,9.92,16.8,31.2,-2,28.2,-21.2,86.5,23.4,15.9,-2,0.81,0.38,0.01,-1.06,53.4,0,-20.3,-179,78
MKVentures Capital Ltd,null,514238,514238,740,1924.6,NBFC-Others,Finance,35.4,21.7,null,null,-12.4,7.89,-5.93,2.27,-22.5,19.3,6,2023,21.3,null,31.3,1050,21,0,null,0,0,74.4,0,40.7,null,15.5
MMP Industries Ltd,MMP,null,MMP,949,373.55,Aluminium - Sheets / Coils / Wires / Others,Non Ferrous Metals,27.1,1.63,7.56,41.9,13.2,3.28,0.54,1.7,33.5,51.3,1,389,17,112,18.4,199,60,0.32,0.14,0,-2.12,74.5,0,12.2,30,183
MMTC Ltd,MMTC,513377,MMTC,14288,95.25,Trading - Medium / Small,Trading,59.2,-68.7,-109,-87.6,-53.2,8.82,1.13,-4.56,24.9,42.1,11,99,57.1,38.3,27.7,51.1,53,0.1,24.3,0.1,0,89.9,0,8.74,441,26.1
MOIL Ltd,MOIL,533286,MOIL,8078,397,Mining / Minerals,Mining & Mineral products,22.6,5.17,16.1,53.4,67.1,3.28,2.24,-2.29,-25.3,43.4,13,398,11.7,663,32.5,213.9,59,0,0,-2.33,-2.68,64.7,0,15.8,53.2,926
MPS Ltd,MPSLTD,532440,MPSLTD,3585,2095.8,Computers - Software - Medium / Small,IT - Software,31.4,6.04,14.5,-4.2,-9.82,7.79,-9.9,-6.9,2.25,39.2,0,2340,20.2,153,15.1,1473.05,0,0.01,0.05,-0.27,-0.4,68.3,0,32.9,-1.26,387
MRF Ltd,MRF,500290,MRF,57861,136427,Tyres - Large,Tyres,28,2.23,9.14,67.3,44.2,3.46,1.83,0.25,8.64,-3.46,0,136256,13.2,9441,9.92,107684.55,-19,0.17,0.18,-0.98,0.3,27.8,0.01,15.8,63.2,12046
MRO-TEK Realty Ltd,MRO-TEK,532376,MRO-TEK,214,114.78,Diversified - Medium / Small,Diversified,35.5,5.38,30.1,263,166,3.1,1.43,33.1,43.2,84.1,0,108,15.5,null,3.92,57.75,5,1.69,null,0,0,55,0,6.15,231,11.1
MSP Steel & Power Ltd,MSPL,532650,MSPL,1904,49.39,Steel - Medium / Small,Steel,82.3,0.64,14.6,161,-48,7.15,5.04,46.3,80.7,102,13,43,14.6,855,0,12.5,57,1.34,1.29,-13.4,0.33,42.3,0.72,7.95,168,816
MSTC Ltd,MSTCLTD,542597,MSTCLTD,5098,724.2,Trading - Medium / Small,E-Commerce/App based Aggregator,23.7,6.7,5.84,-9.24,27.8,5.75,-2.5,-11.5,-18.7,-14.5,14,779,11.4,89.3,37.8,404.95,65,0.16,0.28,0.59,4.66,64.7,0,32.5,4.5,150
MTAR Technologies Ltd,MTARTECH,543270,MTARTECH,5408,1758.05,Engineering - Heavy - General - Large,Aerospace & Defence,134,9.78,-12.6,-62.8,-9.03,7.99,-0.47,2.58,-5.62,2.14,-7,1787,57.7,167,36.8,1702.55,-33,0.28,0.04,-12.1,3.23,36.4,-2.72,11,-64.1,341
Maagh Advertising & Marketing Services Ltd,null,543624,543624,250,11.12,Miscellaneous - Medium / Small,Miscellaneous,101,5.15,125,337,-3.94,10.9,-4.96,-1.16,1.09,-19.8,6,11.7,62.7,3.78,41.8,2.89,20,0,0,0,0,9.83,-43.8,14.5,185,2.73
Maan Aluminium Ltd,MAANALU,532906,MAANALU,774,143.07,Aluminium - Extrusions,Non Ferrous Metals,29.7,0.84,8.73,-49.7,-53.4,4.74,12.8,21.5,1.93,-2.27,24,131,18.2,37.2,18.2,83.8,107,0.2,1.14,0,-0.34,58.9,-6.52,24.4,-49.6,54
Mac Charles (India) Ltd,null,507836,507836,784,598.6,Power Generation And Supply,Power Generation & Distribution,null,70,8.74,-152,-7.46,4.47,4.93,3.11,40.1,44.5,-21,581,-2477,33.7,11.2,408,-5,4.72,1.55,0,0,75,0,0.35,-103,20.8
Macfos Ltd,null,543787,543787,816,866.55,Trading - Medium / Small,E-Commerce/App based Aggregator,62.3,5.23,null,null,-11.1,15.6,-4.3,18.6,7.98,107,2,850,47.7,0.73,11.5,303,25,0.3,1.13,4.01,-0.46,69.1,-4.54,45.5,null,6.01
Macpower CNC Machines Ltd,MACPOWER,null,MACPOWER,1344,1343.25,Engineering - Light - General - Medium / Small,Engineering,51.3,5.35,24.9,111,-55.4,11.3,-1.45,-3.02,-7.66,53.4,10,1394,35.1,37.5,22.7,292.45,46,0,0,0,-3.67,73.2,0.06,27.3,112,47.2
Macrotech Developers Ltd,LODHA,543287,LODHA,126989,1276,Construction - Housing - Large,Construction,65.8,11,37.2,365,-28.7,7.46,6.93,-1.56,-18.1,27.1,15,1224,40.4,1670,22.7,749.05,64,0.44,3.55,-0.83,4.35,72.1,-2.83,9.93,65.8,1023
Madhav Infra Projects Ltd,null,539894,539894,560,20.78,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,27.7,1.39,-27.6,-49.6,147,2.97,-9.53,26.7,80.1,127,14,20.5,10.7,185,13.1,5.93,39,0.81,1.92,0,0,68.8,-0.19,13.8,-57.9,127
Madhusudan Masala Ltd,MADHUSUDAN,null,MADHUSUDAN,232,180.1,Food - Processing - Others,FMCG,25.3,1.43,null,null,77.9,5.04,2.07,-3.69,28,73.8,null,182,16,4.63,14.1,104,null,1.13,0.88,null,null,73.7,null,17.2,null,10.4
Madhuveer Com 18 Network Ltd,null,531910,531910,359,146.5,Miscellaneous - Medium / Small,Miscellaneous,154,74.3,5267,null,-182,10.8,-2.33,21.6,49.5,107,14,144,83.3,0.11,14.5,29.66,54,0.21,0.01,0,0,65.1,61.2,7.91,18300,0.09
Madhya Bharat Agro Products Ltd,MBAPL,null,MBAPL,1902,217.08,Fertilizers - Phosphatic - Single Super Phosphate,Fertilizers,65.4,2.19,-5.45,-71.7,733,5.43,-0.42,-0.9,-5.37,-13,-9,219,18.6,85.1,37.7,218.64,-41,0.83,0.47,0,0,74.4,0.17,11.9,-60.9,265
Madras Fertilizers Ltd,MADRASFERT,590134,MADRASFERT,1680,104.29,Fertilizers - Nitrogenous / Phosphatic,Fertilizers,12.8,0.71,-25.5,-8.53,-54.2,-8.84,0.52,-6.34,3.67,24.9,0,108,14.8,189,22.2,74.9,-1,-8.35,-1.98,0,0,85.3,0,9.62,13.6,198
Mafatlal Industries Ltd,null,500264,500264,1317,183.2,Textiles - Composite/Cotton/Blended/Fabric - LARGE,Textiles,13,0.68,23.8,109,-8.69,1.62,1.81,7.92,15.1,45.7,0,180,10.6,112,17.1,114.5,-2,0.1,0.32,-1.51,0.71,69.6,-1.24,10.3,52.3,83.5
Magadh Sugar & Energy Ltd,MAGADSUGAR,540650,MAGADSUGAR,1230,872.95,Sugar - Integrated,Sugar,11,1.06,14.6,70.5,-75.6,1.65,1.22,17.8,17.6,54.2,0,859,8.64,691,11.7,541.85,-1,0.85,1.07,0,0.38,61,0,13.7,55.6,792
Magellanic Cloud Ltd,null,538891,538891,7413,126.85,Computers - Software - Medium / Small,IT - Software,67.1,13.4,16.6,33.9,-32.8,18.2,-2.95,6.64,5.3,24.9,31,126,35.9,72.4,11.4,84.02,140,0.64,1.5,0,0.28,58.3,-0.34,24.3,40.7,440
Magna Electro Castings Ltd,null,517449,517449,317,750,Castings - Grey Iron,"Castings, Forgings & Fastners",17.5,2.11,-4.46,6.47,64.3,2.93,-1.25,-2.11,61.9,84.5,0,798,10.3,29.6,17.6,426.6,5,0,0,0,0,53.4,0,19,6.09,41.3
Magnum Ventures Ltd,MAGNUM,532896,MAGNUM,302,48.21,Paper - Medium / Small,Paper,130,0.69,-3.73,-72.3,-197,2.11,-5.67,-2.72,-4.65,0.96,0,49.6,8.07,206,38,37.19,-3,0.29,-5.32,0,-0.12,54.3,-8.95,1.11,-122,927
Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,523384,MAHAPEXLTD,242,170.77,Finance - Small,Finance,0.68,27.6,304,17363,-97.2,0.52,2.97,-6.15,-0.44,48,0,180,0.69,0.15,21.8,120.45,-1,0,0,0,0,62.5,0,75.5,18948,0.1
Mahamaya Steel Industries Ltd,MAHASTEEL,513554,MAHASTEEL,329,200.41,Steel - Rolling,Steel,64.6,0.42,6.9,-0.67,-39.2,2.51,2.5,67.9,92.2,97.4,7,180,18.4,60.6,2.38,68.8,12,0.29,0.73,0,0.11,73.4,0,6.95,1.75,68.5
Mahanagar Gas Ltd,MGL,539957,MGL,17991,1821.4,Gas Distribution,Gas Distribution,15.1,2.8,null,null,14.5,3.51,-1.3,0.19,24.3,44.1,2,1817,9.06,null,4.75,1012,13,0.03,null,1.52,-0.89,32.5,0,32.9,null,4366
Mahanagar Telephone Nigam Ltd,MTNL,500108,MTNL,3571,56.69,Telecommunications - Service Provider,Telecomm-Service,null,4.56,-11.4,-2.41,1.31,-0.15,2.46,-4.72,35,70.8,11,59.4,155,6209,44.4,26.95,38,-1.27,-1.6,-0.26,-0.01,56.3,-0.56,-8.72,-2.41,4265
Maharashtra Scooters Ltd,MAHSCOOTER,500266,MAHSCOOTER,12427,10873.2,Finance - Investment / Others,Finance,56,55.2,5.14,6.7,8160,0.46,8.88,18.2,33,57.3,0,9866,62.7,14.3,5.04,6880,0,0,0,0.47,0.49,51,0,0.75,-1.04,10.1
Maharashtra Seamless Ltd,MAHSEAMLES,500265,MAHSEAMLES,9049,675.35,Steel - Seamless Tubes,Steel,10.4,1.7,-4.87,-2.89,-41,1.58,4.2,13,-1.88,-26.8,-1,666,7.1,2268,38.4,574.45,-8,0,0.28,2.69,3.27,68,0.2,21.2,18.4,1950
Maheshwari Logistics Ltd,MAHESHWARI,null,MAHESHWARI,200,67.6,Trading - Medium / Small,Trading,14.4,0.19,-9.44,2.16,11,1.11,0.55,-7.55,5.16,3.76,-9,69.1,7.21,117,34,61.75,-41,1.38,1.02,0,0,57.1,-0.29,10.8,-10.9,107
Mahindra & Mahindra Financial Services Ltd,M&MFIN,532720,M&MFIN,40898,331,Finance - Large,Finance,19.7,2.47,23.5,-5.29,-25.9,2.06,2,11.9,10.7,26.5,-8,320,13.1,399,1.74,249.9,-38,4.93,4.1,3.72,-3.83,52.2,0,8.06,-6.77,1008
Mahindra & Mahindra Ltd,M&M,500520,M&M,342891,2757.4,Automobiles - passenger cars,Automobile,31.1,2.42,12.4,-4.46,13.5,5.17,1.79,-2.92,-5.85,53.2,6,2750,15.1,21380,8.5,1477.5,30,1.61,1.19,-0.7,1.76,18.6,-0.81,12.9,14.3,28129
Mahindra EPC Irrigation Ltd,MAHEPC,523754,MAHEPC,384,137.41,Plastics - Drip Irrigation,Plastic products,null,1.51,18.1,97.8,-277,2.32,3.08,3.68,-20,16.3,-1,136,67.1,25.6,23.5,115,-6,0.09,0,0,0.47,54.2,-0.04,2.84,105,21.4
Mahindra Holidays & Resorts India Ltd,MHRIL,533088,MHRIL,8450,418.35,Hotels - Resorts,Hotels & Restaurants,69.7,3.08,8.59,42.5,-92.7,-20.8,-3,5.03,-2.25,9.23,-1,417,17,3971,17.2,368.35,-6,5.23,27.4,2.55,0.1,66.8,-0.18,3.57,19.4,4589
Mahindra Lifespace Developers Ltd,MAHLIFE,532313,MAHLIFE,8470,546.25,Construction - Factories / Offices / Commercial,Construction,73.5,28,-50.5,402,-82.2,4.51,-0.01,-7.13,-11.6,1.49,-3,566,97.5,70.4,19.5,491.35,-15,0.47,0.15,1.41,-1.72,51.2,-0.04,2.24,-14.3,24.3
Mahindra Logistics Ltd,MAHLOG,540768,MAHLOG,3463,480.6,Transport - Road,Logistics,null,0.61,7.87,-1042,34.2,7.03,4.43,-0.55,2.84,14.8,0,486,16.2,361,13.4,353.75,-5,1.5,0.47,0.77,-6,58,-0.01,3.08,-307,836
Maithan Alloys Ltd,MAITHANALL,590078,MAITHANALL,3329,1143.55,Ferro Alloys,Ferro Alloys,4.47,1.96,-26.5,119,221,1.06,6.24,10.2,-8.18,17.2,-3,1113,3.2,203,15.9,971.1,-16,0.01,0.03,-0.15,-0.03,75,0,14.2,111,253
Maitreya Medicare Ltd,MAITREYA,null,MAITREYA,245,361.7,Hospitals / Medical Services,Healthcare,83.1,4.95,null,null,-168,9.86,12.1,74.4,167,189,null,297,36.9,13.8,0,118.85,null,0.19,0.96,null,null,73.1,null,14,null,14.3
Majestic Auto Ltd,null,500267,500267,449,431.95,Construction - Factories / Offices / Commercial,Realty,11.3,5.21,70.4,505,6562,0.73,7.36,12.3,19.1,46.4,17,426,2.83,66.8,9.25,177.35,64,0.25,0.43,0,0,75,0,10.1,391,71.4
Mallcom (India) Ltd,MALLCOM,539400,MALLCOM,873,1398.6,Textiles - Others,Textiles,24,2.03,2.63,-5.71,-27.8,3.67,-4.39,1.96,32.6,67.8,-6,1385,15.4,51.9,10.9,872.25,0,0.39,0.39,0.55,-0.05,73.7,-0.04,16,-6.05,124
Man Industries (India) Ltd,MANINDS,513269,MANINDS,2538,392,Steel - Tubes / Pipes,Steel,22.5,0.74,54.2,54.4,-21.1,1.82,1.15,-12,-7.96,10.1,15,413,8.64,337,23.7,171.85,71,0.23,0.35,3.27,-0.38,46.1,0.43,13.4,65.8,604
Man Infraconstruction Ltd,MANINFRA,533169,MANINFRA,7077,190.14,Construction - Civil / Turnkey - Medium / Small,Construction,23.9,6.46,-46.5,-9.34,30.5,5.27,0.17,0.27,-5.26,2.17,0,194,15.4,43.1,23.7,143.4,-2,0.09,0.73,0.39,1.18,67.3,0.19,26.9,-16.8,44.5
Manaksia Aluminium Company Ltd,MANAKALUCO,539045,MANAKALUCO,201,30.62,Aluminium - Sheets / Coils / Wires / Others,Non Ferrous Metals,42.5,0.48,-3.03,-40.2,-54.8,1.55,2.07,7.89,3.94,10.7,-6,30.4,9.64,93.1,33.4,23.55,-26,1.33,0.95,0,0.02,72.9,0,9.32,-22.7,111
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,539046,MANAKCOAT,468,63.05,Steel - Medium / Small,Steel,33.2,0.61,11.4,60,-41.1,3.2,-11.5,7.01,-8.05,90.2,11,66.4,10.6,136,14.6,22.5,51,1.17,1.38,0,0.14,69.2,1.76,14.2,200,119
Manaksia Ltd,MANAKSIA,532932,MANAKSIA,711,108.56,Trading - Medium / Small,Trading,7.54,1.25,-47.7,-35.7,22.8,1.29,16.2,17.5,8.7,6.12,-7,96.9,5.49,173,30.4,93.3,-32,0.13,0.05,-0.01,-0.32,74.9,0,23.9,-24.4,48.2
Manaksia Steels Ltd,MANAKSTEEL,539044,MANAKSTEEL,409,62.42,Steel - Medium / Small,Steel,20.6,0.65,-18,-8.29,-63.9,1.36,17.1,19.1,13.1,12.2,0,55.3,12.3,88.2,41.7,42.9,-12,0.62,0.3,0,0,74.7,0,9.47,-7.41,58.6
Manali Petrochemicals Ltd,MANALIPETC,500268,MANALIPETC,1497,87.02,Petrochemicals - Others,Petrochemicals,51.5,1.54,-16.1,51.9,902,1.41,0.55,-3.4,-3.16,42.5,0,89.7,13.3,292,17.1,58.35,-2,0.1,0.02,0.04,-0.65,44.9,0,4.15,90.6,559
Manappuram Finance Ltd,MANAPPURAM,531213,MANAPPURAM,18076,213.55,Finance - Large,Finance,8.03,1.94,29.1,31.5,-1.24,1.57,4.33,5.83,15.2,28.8,0,211,7.72,926,7.31,134,3,2.97,3.09,-1.34,2.26,35.2,0.04,12.6,29.5,1070
Mangal Credit & Fincorp Ltd,MANCREDIT,505850,505850,274,140.2,NBFC-Others,Finance,23.2,7.31,51.2,33.9,44.8,2.23,-1.41,-3.24,33.8,29.9,0,144,14.1,1.24,17.1,95.25,4,1.08,0.13,0,0,51.7,-3.72,8.92,37,1.83
Mangalam Cement Ltd,MANGLMCEM,502157,MANGLMCEM,2554,928.9,Cement - Major - North India,Cement,41.1,1.51,-1.29,1574,-1.27,3.15,-4.88,0.5,3.54,38.9,9,994,12.4,980,15.1,367.8,44,0.75,0.95,3.34,-0.43,36.9,2.58,11.2,288,1162
Mangalam Drugs and Organics Ltd,MANGALAM,532637,MANGALAM,215,136.09,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,68,0.6,2.88,128,-24.5,1.51,3.85,22.5,21.3,34.9,-19,131,10.7,101,6.14,96.5,-76,0.69,0.46,0,0.11,50.3,0,1.17,98.5,142
Mangalam Global Enterprise Ltd,MGEL,null,MGEL,412,25.03,Trading - Medium / Small,Trading,19.1,0.19,51.2,1.89,-49,2.3,2.33,0.64,18.2,17.7,0,25,11,34.4,21.8,13.72,2,1.45,1.75,0,-0.08,72,-2.98,14,4.02,48.8
Mangalam Industrial Finance Ltd,null,537800,537800,435,4.01,NBFC-Others,Finance,null,140,31.8,94.5,422,10.6,11.4,2.56,-16.3,-13.4,0,3.85,-1488,0,42.5,2.9,-4,0,0,0,0,69.1,-4.54,0.9,92.2,0.17
Mangalam Organics Ltd,MANORG,514418,MANORG,546,637,Chemicals - Organic - Medium / Small,Chemicals,96.5,1.09,1.21,128,-31.8,1.94,-8.21,34.6,71.7,100,0,580,17.5,121,11.5,286,2,0.62,0.1,0,0,54.9,0,4.32,121,244
Mangalam Seeds Ltd,null,539275,539275,263,239.7,Floriculture / Tissue Culture,Miscellaneous,18.6,2.17,67.1,18.3,74.5,3.77,-4.22,-7.72,-4.18,-13.7,-3,255,15.1,23.3,34.7,216.95,-15,0.82,0.25,0,0,74.8,0,15,9.33,54
Mangalam Worldwide Ltd,MWL,null,MWL,355,145,Steel - Medium / Small,Steel,12.8,0.42,null,null,-49.1,2.1,12,10.4,6.19,20.3,-10,135,10.5,1.4,21.2,111.15,-18,0.57,1.36,0,0.06,63.5,-0.43,12.5,null,99.4
Mangalore Chemicals & Fertilizers Ltd,MANGCHEFER,530011,MANGCHEFER,1525,128.68,Fertilizers - Nitrogenous / Phosphatic,Fertilizers,10.2,0.42,2.04,-7.45,807,1.62,-0.36,-3.75,8.57,24.7,-5,132,5.53,599,17.6,102.9,-4,1.11,1.46,4.48,0.61,60.6,0,17.5,7.91,1082
Mangalore Refinery And Petrochemicals Ltd,MRPL,500109,MRPL,33210,189.49,Refineries,Refineries,12.5,0.36,-5.24,178,-93.6,2.5,-0.14,-6.96,-11.9,-12.1,12,202,7.18,19589,34.5,94.1,62,0.96,5.66,0.8,1.18,88.6,0,25.1,150,20402
Mankind Pharma Ltd,MANKIND,543904,MANKIND,98408,2456.25,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg,Pharmaceuticals,50.1,9.24,16.4,32.2,13.9,10.5,1.84,6.75,9.62,12.5,-1,2411,34.2,1659,4.24,1733,2,0.02,0.05,5.3,7.4,74.9,-1.63,25.4,27.8,4540
Manoj Vaibhav Gems N Jewellers Ltd,MVGJL,543995,MVGJL,1470,301.03,Diamond Cutting / Jewellery - Medium / Small,"Diamond, Gems and Jewellery",17.6,0.67,5.31,5.03,5.79,2.39,11.2,30.4,26.6,64.1,null,259,10.2,72.9,21.2,189.8,null,0.69,2.14,1.23,7.96,74.3,-25.7,14.6,4.67,58.4
Manomay Tex India Ltd,MANOMAY,540396,MANOMAY,424,234.95,Textiles - Others,Textiles,27,0.71,-9.67,25.6,26.2,3.29,-1.45,-22.1,28.6,29.3,2,258,11.2,62,25.8,121.95,10,2.32,1.49,0,0,56.9,0.75,8.09,50,67.1
Manorama Industries Ltd,MANORAMA,541974,MANORAMA,4838,811.75,Food - Processing - Others,FMCG,115,10.1,23.1,21.7,8.32,14.4,-0.56,-0.34,17.3,148,10,838,54.5,56.6,10.9,334,60,1.03,0.59,-1.62,-0.43,57.3,0,10.7,9.8,129
Maral Overseas Ltd,MARALOVER,521018,MARALOVER,320,77.08,Textiles - Cotton Yarn - 100% EOUs,Textiles,null,0.33,-1.11,94.4,-210,2.43,-1.32,8.23,4.86,20.9,0,78.6,11.4,160,24.4,64.45,-2,3.62,2.09,0,-0.01,74.9,0,3.9,100,346
Marathon Nextgen Realty Ltd,MARATHON,503101,MARATHON,3423,668.4,Construction - Factories / Offices / Commercial,Realty,21.2,5.21,-20.7,-2.21,4.1,3.45,13,18.8,31.4,41.3,2,596,14.3,133,0.61,369.8,0,0.76,1.2,0.78,0.17,73.6,-0.78,15.4,-3.76,138
Marico Ltd,MARICO,531642,MARICO,90010,695.2,Solvent Extraction - Large,Edible Oil,59.4,9.17,1.4,11.5,48.1,23.5,2.84,5.17,12.2,39,-18,669,39.8,1595,0.32,496.4,-56,0.14,0.16,0.75,-0.34,59.3,-0.13,42,9.06,2709
Marine Electricals (India) Ltd,MARINE,null,MARINE,3199,241.15,Electric Equipment - General - Medium / Small,Capital Goods - Electrical Equipment,109,4.85,43.2,67.4,-42.1,12.8,-2.51,-9.31,63.9,170,19,254,51.1,47,21.7,59,83,0.39,0.34,0,0.15,71.2,-3.3,14,49.8,60.9
Markolines Pavement Technologies Ltd,null,543364,543364,440,230.15,Miscellaneous - Medium / Small,Infrastructure Developers & Operators,25,1.27,11.2,9.49,84.2,4.32,-0.54,-7.98,54,72.9,2,241,14,9.97,17.2,133.1,11,0.58,1.55,1.58,0.18,61.9,-10.3,19,23.6,20.7
Marksans Pharma Ltd,MARKSANS,524404,MARKSANS,13310,293.71,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,39.9,5.87,18.2,21,14.7,6.44,13.7,40.5,82.6,102,19,249,22.5,309,1.01,103.7,87,0.12,0.04,0.1,3.69,43.9,0.02,18.8,24.9,776
Marsons Ltd,null,517467,517467,3824,222.2,Electric Equipment - Transformers,Capital Goods - Electrical Equipment,601,106,668,86.6,1064,40.5,27.6,178,189,577,10,146,522,17.1,0,5.8,44,0.63,19.2,0,0,53.7,-13.2,2.72,86.6,12.6
Maruti Infrastructure Ltd,null,531540,531540,258,27.47,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,250,6.97,-3.9,-56.6,142,10.1,-9.55,-28.7,-0.87,28.4,37,33.4,109,null,31.4,18.21,69,1.66,null,0,0,52.3,0,4.76,-39.7,1.37
Maruti Suzuki India Ltd,MARUTI,532500,MARUTI,386369,12289,Automobiles - passenger cars,Automobile,26.3,2.8,16.9,50.8,-4.87,4.51,1.18,0.62,-4.33,7.08,-3,12314,15.7,14989,10.2,9973,-15,0,0.01,1.3,-2.89,58.2,1.71,19.8,54.8,27865
Mastek Ltd,MASTEK,523704,MASTEK,8356,2707.7,Computers - Software - Medium / Small,IT - Software,27.5,2.66,15.6,3.34,-24.3,4.01,0.62,-1.52,-0.19,3.02,0,2853,16.4,802,13.9,2198.8,-5,0.25,0.26,1.25,0.62,36.3,-0.32,15.8,2.37,1950
Master Trust Ltd,null,511768,511768,2004,908.35,Finance - Small,Finance,16.2,3.53,61.4,73.2,-8.5,4.09,-0.32,-1.19,11.6,40.5,15,936,3,9.95,12.2,303,68,0.37,0.37,0,0.02,73.8,-1.06,28.7,78.8,15.3
